City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,ixtapa,20.7,-105.2,302.72,66,0,6.17,MX,1683754474
365,oranjemund,-28.55,16.4333,286.68,92,56,0.61,NA,1683754477
366,obonoma,4.7084,6.7931,300.31,86,73,2.67,NG,1683754478
367,mirny,62.5353,113.9611,268.28,85,31,0.89,RU,1683754479
368,tual,-5.6667,132.75,300.5,83,100,6.45,ID,1683754480
369,kuressaare,58.2481,22.5039,282.6,64,52,2.06,EE,1683754481
370,mbouda,5.6258,10.2552,291.19,91,100,0.92,CM,1683754482
371,inongo,-1.95,18.2667,295.99,87,100,0.98,CD,1683754482
372,la jagua de ibirico,9.5623,-73.3341,302.74,71,100,1.11,CO,1683754483
373,plettenberg bay,-34.0527,23.3716,291.2,55,4,3.96,ZA,1683754484
374,pangody,65.85,74.4859,262.47,92,91,5.96,RU,1683754485
375,kerikeri,-35.2268,173.9474,286.99,91,65,0.89,NZ,1683754485
376,machico,32.7,-16.7667,293.77,64,20,11.32,PT,1683754486
377,nuuk,64.1835,-51.7216,277.49,75,75,5.66,GL,1683754455
378,kapit,2.0167,112.9333,296.17,97,86,0.28,MY,1683754493
379,la gi,10.6667,107.7833,300.1,82,100,1.41,VN,1683754494
380,poggibonsi,43.4724,11.1456,286.72,100,99,1.63,IT,1683754494
381,akjoujt,19.6969,-14.4164,306.74,15,52,7.99,MR,1683754495
382,tynda,55.1667,124.7167,279.02,67,56,1.21,RU,1683754496
383,guerrero negro,27.9769,-114.0611,291.69,55,56,10.51,MX,1683754497
384,mili,6.0815,171.735,301.6,81,59,7.95,MH,1683754498
385,mar del plata,-38.0023,-57.5575,285.98,70,75,2.57,AR,1683754355
386,chiredzi,-21.05,31.6667,290.14,75,1,1.82,ZW,1683754358
387,fort-shevchenko,44.5086,50.263,290.09,71,11,2.81,KZ,1683754500
388,chatham,51.3789,0.5279,286.13,50,100,3.63,GB,1683754501
389,zapala,-38.8992,-70.0544,283.4,35,67,0.82,AR,1683754420
390,hobyo,5.3505,48.5268,300.74,80,85,9.88,SO,1683754507
391,sittwe,20.15,92.9,300.5,78,94,2.09,MM,1683754508
392,kudat,6.8837,116.8477,299.11,94,20,0.0,MY,1683754510
393,waseca,44.0777,-93.5074,299.36,47,0,6.17,US,1683754511
394,gashua,12.871,11.0482,304.1,8,100,1.15,NG,1683754512
395,nagqu,31.5,92.0,266.72,94,100,2.17,CN,1683754514
396,kenora,49.8167,-94.4337,295.69,53,75,6.69,CA,1683754321
397,port macquarie,-31.4333,152.9167,284.2,73,19,3.11,AU,1683754516
398,isheyevka,54.4167,48.2667,282.88,61,100,2.44,RU,1683754517
399,quibdo,5.6947,-76.6611,297.34,100,100,0.0,CO,1683754519
400,san luis de la loma,17.2706,-100.8939,304.4,55,4,5.74,MX,1683754520
401,brits,-25.6347,27.7802,287.77,49,1,1.98,ZA,1683754521
402,banda aceh,5.5577,95.3222,300.04,74,100,2.58,ID,1683754522
403,alice springs,-23.7,133.8833,274.9,80,0,1.76,AU,1683754284
404,kilindoni,-7.9139,39.6668,300.09,77,4,6.58,TZ,1683754524
405,el quebrachal,-25.2833,-64.0667,292.88,58,0,1.77,AR,1683754527
406,kirensk,57.7853,108.1119,274.67,92,100,3.75,RU,1683754529
407,ouro sogui,15.6,-13.3167,306.16,38,0,1.03,SN,1683754530
408,majie,25.0333,102.6361,286.14,76,0,1.0,CN,1683754531
409,castillos,-34.1667,-53.8333,287.0,72,43,5.32,UY,1683754511
410,ozernyy,55.5802,32.4127,280.9,67,93,1.94,RU,1683754533
411,illizi,26.4833,8.4667,298.04,28,0,2.12,DZ,1683754534
412,lebu,-37.6167,-73.65,286.13,91,94,4.65,CL,1683754536
413,zheleznodorozhnyy,55.7503,38.0042,283.95,57,99,0.4,RU,1683754537
414,mataundh,25.45,80.15,303.78,12,0,0.93,IN,1683754539
415,tuskegee,32.424,-85.6916,302.11,56,98,2.45,US,1683754540
416,bojnurd,37.4747,57.329,287.12,88,75,5.14,IR,1683754541
417,college,64.8569,-147.8028,288.33,37,75,2.57,US,1683754542
418,nioki,-2.7167,17.6833,295.96,88,83,0.77,CD,1683754544
419,fale old settlement,-9.3852,-171.2468,302.45,75,3,7.61,TK,1683754544
420,chake chake,-5.2459,39.7666,298.01,83,44,3.39,TZ,1683754546
421,sirte,31.2089,16.5887,291.24,91,8,7.56,LY,1683754547
422,ocampo,21.65,-101.5,299.52,14,80,8.06,MX,1683754548
423,al jawf,29.5,38.75,298.87,16,63,8.59,SA,1683754549
424,barah,13.7,30.3667,301.55,10,100,1.74,SD,1683754549
425,haiku-pauwela,20.9219,-156.3051,300.16,63,40,8.75,US,1683754550
426,mejit,10.2753,170.8646,300.77,82,20,8.77,MH,1683754551
427,roccella ionica,38.322,16.4009,288.84,88,100,2.44,IT,1683754552
428,kavalerovo,44.2661,135.0572,281.79,63,9,1.17,RU,1683754553
429,nuku'alofa,-21.1333,-175.2,301.34,83,20,3.09,TO,1683754554
430,awjilah,29.1081,21.2869,295.89,46,71,6.35,LY,1683754554
431,san andres,12.5847,-81.7006,304.16,70,40,6.17,CO,1683754555
432,wajir,1.7471,40.0573,299.55,64,99,6.6,KE,1683754556
433,codrington,-38.2667,141.9667,280.46,90,2,3.55,AU,1683754562
434,ashikaga,36.3333,139.45,285.33,48,29,0.35,JP,1683754563
435,sidney,-33.8679,151.2073,286.64,83,40,4.12,AU,1683754335
436,tadine,-21.55,167.8833,297.0,64,100,5.68,NC,1683754566
437,khandyga,62.6667,135.6,277.93,67,100,4.51,RU,1683754568
438,kourou,5.1552,-52.6478,298.18,95,100,2.16,GF,1683754569
439,stadskanaal,52.9833,6.95,285.45,89,100,0.89,NL,1683754570
440,arish,31.1316,33.7984,293.16,78,33,3.05,EG,1683754571
441,neryungri,56.6709,124.6491,275.99,83,99,0.22,RU,1683754572
442,shingu,33.7333,135.9833,290.37,47,92,1.59,JP,1683754574
443,murray,40.6669,-111.888,293.31,33,75,8.23,US,1683754575
444,xining,36.6167,101.7667,276.89,83,100,0.99,CN,1683754576
445,mount pearl,47.5166,-52.7813,280.34,47,40,8.23,CA,1683754578
446,kayar,14.9192,-17.1211,297.26,81,74,5.24,SN,1683754579
447,tashtyp,52.7939,89.8983,276.66,96,74,0.8,RU,1683754581
448,karema,-6.8205,30.4389,295.0,82,98,1.63,TZ,1683754581
449,kapshagay,43.8833,77.0833,289.41,30,18,4.1,KZ,1683754583
450,xiantao,30.3833,113.4,286.14,90,39,2.1,CN,1683754584
451,sarigerme,36.7155,28.7044,289.88,94,75,1.03,TR,1683754585
452,itigi,-5.7,34.4833,292.79,71,100,3.02,TZ,1683754587
453,xai-xai,-25.0519,33.6442,291.94,83,10,1.05,MZ,1683754588
454,sona,45.4388,10.8255,285.9,96,75,2.06,IT,1683754590
455,sainte-anne-des-monts,49.124,-66.4924,283.08,50,55,8.23,CA,1683754591
456,queenstown,-31.8976,26.8753,286.13,36,73,2.97,ZA,1683754592
457,pochinok,54.4068,32.4407,280.53,63,98,2.33,RU,1683754593
458,rovaniemi,66.5,25.7167,278.82,70,0,3.6,FI,1683754560
459,villa de soto,-30.8552,-64.9995,291.43,55,3,2.45,AR,1683754596
460,brookings,44.3114,-96.7984,296.34,61,40,4.12,US,1683754596
461,mossel bay,-34.1831,22.146,289.11,76,4,4.92,ZA,1683754598
462,choyr,46.3611,108.3611,281.5,45,85,1.38,MN,1683754598
463,belyy yar,53.6039,91.3903,273.09,100,7,1.0,RU,1683754599
464,dedza,-14.3779,34.3332,284.92,79,89,0.51,MW,1683754600
465,black river,18.0264,-77.8487,302.59,67,27,6.81,JM,1683754601
466,buala,-8.145,159.5921,301.79,80,79,4.82,SB,1683754602
467,namibe,-15.1961,12.1522,296.6,74,16,3.21,AO,1683754603
468,san matias,-16.3667,-58.4,297.48,84,100,2.23,BO,1683754603
469,ga-kgapane,-23.6333,30.2167,289.2,69,9,1.39,ZA,1683754604
470,harrisonville,38.6533,-94.3488,302.1,51,0,2.06,US,1683754605
471,pechora,65.1472,57.2244,267.19,99,42,1.54,RU,1683754606
472,srivardhan,18.0333,73.0167,300.96,80,30,1.41,IN,1683754606
473,afif,23.9065,42.9172,301.51,14,74,5.17,SA,1683754607
474,manakara,-22.1333,48.0167,294.23,93,99,1.4,MG,1683754608
475,tomatlan,19.9333,-105.25,307.47,28,0,5.61,MX,1683754609
476,huilong,31.8111,121.655,289.12,63,100,2.18,CN,1683754610
477,grande prairie,55.1667,-118.8027,294.25,28,40,1.54,CA,1683754516
478,vernon,50.2581,-119.2691,294.98,38,21,0.89,CA,1683754611
479,chibougamau,49.9168,-74.3659,290.94,29,0,6.69,CA,1683754612
480,mogocha,53.7333,119.7667,282.8,49,100,1.16,RU,1683754613
481,oppdal,62.5943,9.6912,278.45,85,60,3.9,NO,1683754613
482,opuwo,-18.0607,13.84,292.61,34,16,2.29,NA,1683754614
483,sanctuary point,-35.1114,150.629,284.81,79,67,1.79,AU,1683754615
484,nova sintra,14.8667,-24.7167,293.72,81,2,7.11,CV,1683754616
485,san pedro,14.35,121.0167,300.72,86,75,0.51,PH,1683754616
486,remire-montjoly,4.9167,-52.2667,298.17,94,75,1.03,GF,1683754617
487,usogorsk,63.4106,48.6872,272.97,87,19,1.67,RU,1683754618
488,ekuvukeni,-28.4675,30.1551,285.26,76,0,1.08,ZA,1683754462
489,margherita,27.2833,95.6833,292.29,89,61,1.51,IN,1683754620
490,gunnedah,-30.9833,150.25,284.4,69,0,2.29,AU,1683754621
491,retreat,38.8245,-85.8533,300.37,55,79,2.76,US,1683754621
492,morinville,53.8001,-113.652,293.06,38,75,3.09,CA,1683754623
493,yanchep,-31.55,115.6833,285.22,56,92,2.9,AU,1683754624
494,seguela,7.9611,-6.6731,297.67,77,93,2.98,CI,1683754625
495,hirara,24.8,125.2833,294.3,78,75,3.09,JP,1683754626
496,t'q'ibuli,42.3512,42.9987,282.66,99,100,1.53,GE,1683754627
497,homer,59.6425,-151.5483,283.09,60,100,8.75,US,1683754629
498,ringkobing,56.0901,8.244,283.16,97,100,3.33,DK,1683754629
499,eastham,41.8301,-69.9739,291.45,46,0,4.47,US,1683754630
500,deder,9.3167,41.45,287.12,85,89,1.65,ET,1683754631
501,fuqing,25.725,119.3794,292.02,88,100,1.92,CN,1683754633
502,ceeldheer,3.8488,47.1806,299.8,80,88,7.24,SO,1683754634
503,juneau,58.3019,-134.4197,289.15,76,20,5.66,US,1683754365
504,cranbrook,49.4999,-115.7688,287.06,51,75,3.09,CA,1683754637
505,vung tau,10.346,107.0843,301.39,77,98,3.06,VN,1683754638
506,salalah,17.0151,54.0924,302.2,74,40,2.57,OM,1683754639
507,umm kaddadah,13.6017,26.6876,304.92,29,64,3.34,SD,1683754640
508,garbahaarrey,3.3289,42.2209,299.56,67,38,5.12,SO,1683754641
509,balqash,46.8481,74.995,291.11,38,100,4.39,KZ,1683754642
510,pandan,14.0453,124.1694,299.86,84,92,4.59,PH,1683754643
511,ivdel',60.6911,60.4206,273.94,74,76,3.02,RU,1683754645
512,laguna,38.421,-121.4238,295.61,51,0,7.72,US,1683754646
513,rancho palos verdes,33.7445,-118.387,295.05,71,40,5.14,US,1683754373
514,kalmunai,7.4167,81.8167,298.86,87,100,3.64,LK,1683754648
515,tralee,52.2704,-9.7026,283.78,94,92,4.98,IE,1683754650
516,airway heights,47.6446,-117.5933,293.77,39,40,0.0,US,1683754651
517,nizhnesortymskiy,62.4397,71.7603,271.93,94,23,3.91,RU,1683754652
518,commerce,34.0006,-118.1598,295.86,57,75,6.17,US,1683754654
519,campanario,38.8644,-5.6174,289.94,30,84,3.08,ES,1683754655
520,rio claro,-22.4114,-47.5614,292.9,91,96,1.14,BR,1683754599
521,kirishi,59.4471,32.0205,280.18,65,59,0.51,RU,1683754657
522,san patricio,28.017,-97.5169,304.35,70,79,5.78,US,1683754658
523,mana,5.6592,-53.7767,298.21,89,50,2.58,GF,1683754659
524,cotonou,6.3654,2.4183,302.14,79,40,6.17,BJ,1683754660
525,ourem,39.6417,-8.5919,287.38,74,17,6.81,PT,1683754662
526,cooper's town,26.8667,-77.5167,298.4,65,0,3.86,BS,1683754662
527,brisas de zicatela,15.8369,-97.0419,305.44,58,20,3.6,MX,1683754663
528,andergrove,-21.0833,149.1833,291.84,84,31,6.33,AU,1683754664
529,comstock northwest,42.3218,-85.5176,298.21,27,0,0.0,US,1683754665
530,peno,56.9262,32.7426,280.26,71,82,1.5,RU,1683754666
531,ceerigaabo,10.6162,47.368,292.96,66,71,1.31,SO,1683754667
532,shimoda,34.6667,138.95,288.76,71,77,4.52,JP,1683754386
533,douglas,41.3,-96.167,301.79,52,0,4.12,US,1683754669
534,khorixas,-20.3667,14.9667,295.52,33,11,2.19,NA,1683754670
535,hithadhoo,-0.6,73.0833,301.28,76,100,7.1,MV,1683754671
536,nova vicosa,-17.8919,-39.3719,297.02,78,89,3.13,BR,1683754672
537,ermoupolis,37.4423,24.9425,289.54,67,95,7.2,GR,1683754677
538,mount pleasant,32.7941,-79.8626,301.23,65,0,7.2,US,1683754678
539,nar'yan-mar,67.6713,53.087,267.01,92,77,1.47,RU,1683754679
540,palikir - national government center,6.9248,158.1611,300.56,83,40,1.54,FM,1683754680
541,pustomyty,49.7153,23.913,277.65,83,7,3.64,UA,1683754681
542,santa ana,33.7456,-117.8678,294.76,56,40,6.17,US,1683754683
543,eyl,7.9803,49.8164,301.04,80,100,7.07,SO,1683754684
544,dubrovnik,42.6481,18.0922,288.95,88,75,4.63,HR,1683754685
545,shamkhal,43.0596,47.3373,285.14,73,99,0.57,RU,1683754686
546,banikoara,11.2985,2.4386,307.01,23,49,3.15,BJ,1683754687
547,hami,42.8,93.45,289.09,24,0,2.73,CN,1683754688
548,zouerate,22.7187,-12.4521,307.25,10,87,3.63,MR,1683754689
549,kargasok,59.0556,80.8572,276.25,57,16,4.5,RU,1683754618
550,vila velha,-20.3297,-40.2925,298.12,82,40,1.03,BR,1683754692
551,ouidah,6.3631,2.0851,302.07,78,100,5.4,BJ,1683754694
552,fuquay-varina,35.5843,-78.8,299.33,38,0,2.24,US,1683754643
553,jutai,-5.1833,-68.9,297.92,93,91,0.98,BR,1683754696
554,bel ombre,-4.6167,55.4167,301.06,74,20,4.63,SC,1683754697
555,zhengjiatun,43.5064,123.5064,285.31,25,21,2.52,CN,1683754699
556,punta del este,-34.9667,-54.95,288.21,73,75,8.05,UY,1683754701
557,pauini,-7.7136,-66.9764,299.77,73,96,1.24,BR,1683754702
558,mil'kovo,55.6078,37.7956,283.94,61,97,1.08,RU,1683754703
559,sault ste. marie,46.5168,-84.3333,295.31,51,40,4.63,CA,1683754564
560,daru,-9.0763,143.2092,298.71,94,100,7.15,PG,1683754707
561,'alaqahdari dishu,30.4374,63.313,303.52,10,100,2.23,AF,1683754708
562,labytnangi,66.6572,66.4183,263.7,97,100,1.19,RU,1683754709
563,lively,46.4334,-81.1498,296.66,29,13,4.06,CA,1683754710
564,damghan,36.1683,54.348,291.02,53,32,1.31,IR,1683754711
565,peace river,56.2501,-117.286,296.32,18,100,3.6,CA,1683754713
566,coahuayana de hidalgo,18.7,-103.6583,305.22,53,0,3.41,MX,1683754714
567,laojunmiao,39.8333,97.7333,281.27,31,51,3.77,CN,1683754711
568,fukuecho,32.6881,128.8419,291.06,74,100,4.48,JP,1683754716
569,glasgow,55.8652,-4.2576,284.22,87,94,2.57,GB,1683754463
570,nakamura,32.9833,132.9333,290.07,71,97,0.72,JP,1683754718
571,phalodi,27.1333,72.3667,305.33,13,0,3.48,IN,1683754719
572,kingsford,-33.924,151.2275,286.37,84,40,4.12,AU,1683754720
573,nadi,-17.8,177.4167,300.15,69,20,2.06,FJ,1683754721
574,axim,4.8699,-2.2405,301.48,81,66,4.41,GH,1683754721
575,aver-o-mar,41.4078,-8.7812,288.84,77,0,5.14,PT,1683754722
576,yima,34.7381,111.8839,285.28,84,51,2.48,CN,1683754723
577,bastia,42.6667,9.3333,289.43,74,75,3.09,FR,1683754650
578,inirida,3.8653,-67.9239,296.16,99,100,1.4,CO,1683754725
579,makarov,48.6333,142.8,275.84,83,99,0.19,RU,1683754725
580,grand baie,-20.0182,57.5802,297.41,80,17,1.34,MU,1683754726
581,khorugh,37.4897,71.553,280.53,47,5,1.58,TJ,1683754727
582,bamboo flat,11.7,92.7167,301.02,83,100,7.93,IN,1683754728
583,calbuco,-41.768,-73.1273,288.71,93,100,3.59,CL,1683754728
584,eforie sud,44.0229,28.6494,278.6,73,4,2.77,RO,1683754729
585,jiangyou,31.7667,104.7167,288.71,78,96,1.75,CN,1683754731
586,alvear,-29.0968,-56.5504,288.88,75,0,2.97,AR,1683754732
